values,fault
0.08064329151508877,False
0.04979159679025256,False
0.06103442868963367,False
0.06574802383937049,False
0.05321875862562833,False
0.40585939267494414,False
0.07408707989928272,False
0.04928072022233651,False
0.0607736699884901,False
0.06348472298998831,False
0.060037680048771816,False
0.06865772982454686,False
0.05108416581064868,False
0.018255842615156465,False
0.07813854785230945,False
0.0,False
0.5006931040878514,False
0.0526092477038894,False
0.020817401145654554,False
0.03655772331798315,False
0.04629002891631436,False
0.008952472458934305,False
0.06548341171175277,False
0.5043048091424092,False
0.0809592522901552,False
0.03805684336579396,False
0.06545452296458121,False
0.06109051902444562,False
0.0796017959890096,False
0.0,False
0.0,False
0.060738269825696044,False
0.07040416324375595,False
0.0,False
0.060579375587727115,False
0.5583891704836785,False
0.0,False
0.0,False
0.0,False
0.0,False
0.06727265185376922,False
0.4655111402840303,False
1.0,True
0.06429217796115384,False
0.0,False
0.5583602411886267,False
0.0551357685597331,False
0.0,False
0.0,False
0.4380633707732166,False
0.0,False
0.03989205122514517,False
0.0,False
0.03594746416302559,False
0.14002118172755712,False
0.06376926704791887,False
0.033304341794789895,False
0.0,False
0.05487655268007236,False
0.0572011744021376,False
0.0602491061469032,False
0.08699155494545541,False
0.06429896130019092,False
0.023346561114848948,False
0.06121185676228042,False
0.0721965426937039,False
0.02615617518104154,False
0.09616373007002696,False
0.05009086246466177,False
0.07421755790622832,False
0.05713368484203303,False
0.0,False
0.02058665811882961,False
0.5743615502958557,False
0.06027612200320733,False
0.06598357859321163,False
0.07484657613688708,False
0.43610730861746316,False
0.08137009039351592,False
0.08146440862808343,False
0.18522643484194123,False
0.0,False
0.026798104460538087,False
0.06764309029759204,False
0.0,False
1.0,True
0.07409555943346212,False
0.07053052844258585,False
1.0,True
0.038363827842349076,False
0.01812757731055737,False
0.024707139165701292,False
0.0,False
0.087211736659523,False
0.06823658036876418,False
0.03288988539114246,False
0.0,False
1.0,True
0.5557125226860022,False
0.07444534630915632,False
0.07684366901665872,False
0.0,False
0.4103062329170702,False
0.0788494957786679,False
0.025489353899153574,False
0.07921348261947286,False
0.012342241696269083,False
0.051701046705983134,False
0.044514086894922776,False
0.026337704075225035,False
0.003931102897264087,False
0.0708853573628068,False
0.0643142757808347,False
0.0,False
0.36999081200762324,False
0.044403833135097485,False
0.07543114907267706,False
0.07053728008064167,False
0.0,False
1.0,True
0.050014581675691734,False
0.05161634491263328,False
0.01038863964852347,False
0.0,False
0.0,False
0.0,False
0.0,False
0.06745761141575725,False
0.02062763840554804,False
0.08857648552615065,False
0.0,False
0.5078164446589064,False
0.0640234015422644,False
